USR_KEY;ENT;HIGH_RISK;IS_ASSIGNED
356;501;L;Y
356;509;L;Y
356;583;L;Y
356;677;L;Y
356;693;L;Y
356;708;L;Y
356;719;L;Y
356;722;L;Y
356;774;L;Y
356;785;L;Y
356;819;L;Y
356;827;L;Y
356;877;L;Y
356;921;L;Y
356;950;L;Y
356;955;L;Y
357;29;L;Y
357;38;L;Y
357;110;L;Y
357;112;L;Y
357;241;L;Y
357;306;L;Y
357;315;L;Y
357;336;L;Y
357;380;L;Y
357;405;L;Y
357;422;L;Y
357;458;L;Y
357;478;L;Y
357;694;L;Y
357;719;L;Y
357;811;L;Y
357;813;L;Y
357;842;L;Y
357;849;L;Y
357;860;L;Y
357;861;L;Y
357;962;L;Y
358;56;L;Y
358;235;L;Y
358;254;L;Y
358;306;L;Y
358;307;L;Y
358;358;L;Y
358;381;L;Y
358;390;L;Y
358;395;L;Y
358;429;L;Y
358;455;L;Y
358;476;L;Y
358;569;L;Y
358;606;L;Y
358;652;L;Y
358;677;L;Y
358;690;L;Y
358;712;L;Y
358;714;L;Y
358;719;L;Y
358;821;L;Y
358;846;L;Y
358;854;L;Y
358;861;L;Y
358;880;L;Y
358;978;L;Y
359;29;L;Y
359;75;L;Y
359;110;L;Y
359;116;L;Y
359;126;L;Y
359;151;L;Y
359;158;L;Y
359;193;L;Y
359;201;L;Y
359;245;L;Y
359;267;L;Y
359;298;L;Y
359;306;L;Y
359;307;L;Y
359;361;L;Y
359;373;L;Y
359;378;L;Y
359;456;L;Y
359;470;L;Y
359;485;L;Y
359;500;L;Y
359;524;L;Y
359;584;L;Y
359;586;L;Y
359;596;L;Y
359;619;L;Y
359;625;L;Y
359;658;L;Y
359;661;L;Y
359;691;L;Y
359;738;L;Y
359;815;L;Y
359;889;L;Y
359;900;L;Y
359;956;L;Y
360;20;L;Y
360;29;L;Y
360;37;L;Y
360;38;L;Y
360;110;L;Y
360;148;L;Y
360;151;L;Y
360;178;L;Y
360;196;L;Y
360;250;L;Y
360;307;L;Y
360;373;L;Y
360;395;L;Y
360;418;L;Y
360;465;L;Y
360;536;L;Y
360;581;L;Y
360;618;L;Y
360;677;L;Y
360;678;L;Y
360;719;L;Y
360;730;L;Y
360;750;L;Y
360;761;L;Y
360;820;L;Y
360;923;L;Y
360;949;L;Y
361;11;L;Y
361;53;L;Y
361;81;L;Y
361;110;L;Y
361;267;L;Y
361;306;L;Y
361;336;L;Y
361;358;L;Y
361;391;L;Y
361;485;L;Y
361;581;L;Y
361;677;L;Y
361;691;L;Y
361;875;L;Y
361;900;L;Y
362;45;L;Y
362;61;L;Y
362;110;L;Y
362;151;L;Y
362;336;L;Y
362;358;L;Y
362;456;L;Y
362;493;L;Y
362;536;L;Y
362;540;L;Y
362;577;L;Y
362;628;L;Y
362;683;L;Y
362;719;L;Y
362;752;L;Y
362;843;L;Y
362;976;L;Y
362;980;L;Y
363;75;L;Y
363;130;L;Y
363;134;L;Y
363;267;L;Y
363;337;L;Y
363;358;L;Y
363;500;L;Y
363;555;L;Y
363;628;L;Y
363;654;L;Y
363;714;L;Y
363;764;L;Y
363;832;L;Y
363;892;L;Y
364;29;L;Y
364;38;L;Y
364;53;L;Y
364;56;L;Y
364;100;L;Y
364;110;L;Y
364;118;L;Y
364;127;L;Y
364;151;L;Y
364;210;L;Y
364;244;L;Y
364;255;L;Y
364;267;L;Y
364;307;L;Y
364;349;L;Y
364;358;L;Y
364;360;L;Y
364;419;L;Y
364;550;L;Y
364;577;L;Y
364;586;L;Y
364;677;L;Y
364;719;L;Y
364;783;L;Y
364;814;L;Y
364;843;L;Y
364;853;L;Y
364;889;L;Y
364;901;L;Y
364;955;L;Y
365;29;L;Y
365;53;L;Y
365;75;L;Y
365;225;L;Y
365;229;L;Y
365;306;L;Y
365;347;L;Y
365;385;L;Y
365;458;L;Y
365;469;L;Y
365;483;L;Y
365;492;L;Y
365;501;L;Y
365;555;L;Y
365;586;L;Y
365;596;L;Y
365;692;L;Y
365;704;L;Y
365;707;L;Y
365;716;L;Y
365;745;L;Y
365;750;L;Y
365;774;L;Y
365;820;L;Y
365;827;L;Y
365;889;L;Y
365;894;L;Y
365;948;L;Y
365;959;L;Y
366;10;L;Y
366;37;L;Y
366;86;L;Y
366;133;L;Y
366;213;L;Y
366;244;L;Y
366;307;L;Y
366;358;L;Y
366;420;L;Y
366;488;L;Y
366;569;L;Y
366;596;L;Y
366;607;L;Y
366;611;L;Y
366;677;L;Y
366;719;L;Y
366;746;L;Y
366;879;L;Y
366;929;L;Y
367;10;L;Y
367;72;L;Y
367;105;L;Y
367;188;L;Y
367;306;L;Y
367;310;L;Y
367;335;L;Y
367;337;L;Y
367;358;L;Y
367;395;L;Y
367;396;L;Y
367;481;L;Y
367;501;L;Y
367;560;L;Y
367;563;L;Y
367;677;L;Y
367;719;L;Y
367;738;L;Y
367;827;L;Y
367;858;L;Y
368;53;L;Y
368;58;L;Y
368;64;L;Y
368;135;L;Y
368;162;L;Y
368;166;L;Y
368;188;L;Y
368;190;L;Y
368;193;L;Y
368;201;L;Y
368;269;L;Y
368;304;L;Y
368;373;L;Y
368;385;L;Y
368;424;L;Y
368;493;L;Y
368;561;L;Y
368;597;L;Y
368;606;L;Y
368;625;L;Y
368;652;L;Y
368;691;L;Y
368;704;L;Y
368;719;L;Y
368;757;L;Y
368;802;L;Y
368;819;L;Y
368;832;L;Y
368;864;L;Y
368;947;L;Y
368;968;L;Y
369;55;L;Y
369;63;L;Y
369;72;L;Y
369;116;L;Y
369;148;L;Y
369;150;L;Y
369;184;L;Y
369;188;L;Y
369;229;L;Y
369;246;L;Y
369;336;L;Y
369;358;L;Y
369;385;L;Y
369;577;L;Y
369;584;L;Y
369;596;L;Y
369;647;L;Y
369;747;L;Y
369;781;L;Y
369;827;L;Y
369;842;L;Y
369;863;L;Y
369;866;L;Y
369;881;L;Y
369;930;L;Y
369;998;L;Y
370;38;L;Y
370;66;L;Y
370;86;L;Y
370;110;L;Y
370;127;L;Y
370;128;L;Y
370;184;L;Y
370;186;L;Y
370;188;L;Y
370;200;L;Y
370;244;L;Y
370;288;L;Y
370;307;L;Y
370;336;L;Y
370;386;L;Y
370;432;L;Y
370;478;L;Y
370;494;L;Y
370;503;L;Y
370;508;L;Y
370;577;L;Y
370;598;L;Y
370;667;L;Y
370;703;L;Y
370;704;L;Y
370;719;L;Y
370;760;L;Y
370;761;L;Y
370;819;L;Y
370;820;L;Y
370;959;L;Y
371;7;L;Y
371;29;L;Y
371;37;L;Y
371;64;L;Y
371;110;L;Y
371;151;L;Y
371;266;L;Y
371;326;L;Y
371;358;L;Y
371;405;L;Y
371;445;L;Y
371;458;L;Y
371;477;L;Y
371;478;L;Y
371;536;L;Y
371;561;L;Y
371;577;L;Y
371;581;L;Y
371;606;L;Y
371;616;L;Y
371;618;L;Y
371;628;L;Y
371;658;L;Y
371;681;L;Y
371;716;L;Y
371;719;L;Y
371;747;L;Y
371;786;L;Y
371;993;L;Y
372;27;L;Y
372;64;L;Y
372;75;L;Y
372;116;L;Y
372;134;L;Y
372;158;L;Y
372;213;L;Y
372;509;L;Y
372;533;L;Y
372;541;L;Y
372;567;L;Y
372;581;L;Y
372;655;L;Y
372;688;L;Y
372;703;L;Y
372;704;L;Y
372;706;L;Y
372;707;L;Y
372;731;L;Y
372;733;L;Y
372;819;L;Y
372;826;L;Y
372;863;L;Y
372;894;L;Y
372;922;L;Y
373;64;L;Y
373;75;L;Y
373;116;L;Y
373;166;L;Y
373;178;L;Y
373;245;L;Y
373;271;L;Y
373;283;L;Y
373;306;L;Y
373;336;L;Y
373;385;L;Y
373;395;L;Y
373;446;L;Y
373;456;L;Y
373;488;L;Y
373;540;L;Y
373;563;L;Y
373;581;L;Y
373;597;L;Y
373;670;L;Y
373;684;L;Y
373;704;L;Y
373;721;L;Y
373;783;L;Y
373;820;L;Y
373;842;L;Y
373;860;L;Y
373;951;L;Y
374;16;L;Y
374;64;L;Y
374;110;L;Y
374;148;L;Y
374;177;L;Y
374;211;L;Y
374;241;L;Y
374;271;L;Y
374;330;L;Y
374;358;L;Y
374;373;L;Y
374;375;L;Y
374;471;L;Y
374;483;L;Y
374;508;L;Y
374;560;L;Y
374;619;L;Y
374;652;L;Y
374;658;L;Y
374;673;L;Y
374;698;L;Y
374;704;L;Y
374;714;L;Y
374;730;L;Y
374;774;L;Y
374;830;L;Y
374;868;L;Y
374;921;L;Y
374;926;L;Y
374;985;L;Y
375;2;L;Y
375;116;L;Y
375;151;L;Y
375;155;L;Y
375;157;L;Y
375;169;L;Y
375;235;L;Y
375;253;L;Y
375;298;L;Y
375;349;L;Y
375;358;L;Y
375;401;L;Y
375;432;L;Y
375;456;L;Y
375;481;L;Y
375;610;L;Y
375;652;L;Y
375;674;L;Y
375;677;L;Y
375;719;L;Y
375;720;L;Y
375;752;L;Y
375;757;L;Y
375;764;L;Y
375;804;L;Y
375;807;L;Y
375;822;L;Y
375;828;L;Y
375;843;L;Y
375;861;L;Y
375;864;L;Y
375;871;L;Y
375;880;L;Y
375;881;L;Y
375;884;L;Y
375;946;L;Y
375;970;L;Y
375;973;L;Y
376;29;L;Y
376;110;L;Y
376;243;L;Y
376;255;L;Y
376;300;L;Y
376;326;L;Y
376;347;L;Y
376;358;L;Y
376;501;L;Y
376;602;L;Y
376;615;L;Y
376;620;L;Y
376;638;L;Y
376;654;L;Y
376;677;L;Y
376;703;L;Y
376;716;L;Y
376;780;L;Y
376;797;L;Y
376;818;L;Y
376;819;L;Y
376;828;L;Y
376;851;L;Y
376;889;L;Y
376;900;L;Y
376;910;L;Y
376;921;L;Y
377;38;L;Y
377;42;L;Y
377;53;L;Y
377;64;L;Y
377;72;L;Y
377;75;L;Y
377;110;L;Y
377;151;L;Y
377;211;L;Y
377;251;L;Y
377;267;L;Y
377;306;L;Y
377;307;L;Y
377;327;L;Y
377;344;L;Y
377;400;L;Y
377;536;L;Y
377;600;L;Y
377;602;L;Y
377;658;L;Y
377;677;L;Y
377;719;L;Y
377;950;L;Y
378;9;L;Y
378;10;L;Y
378;24;L;Y
378;38;L;Y
378;83;L;Y
378;110;L;Y
378;188;L;Y
378;190;L;Y
378;201;L;Y
378;224;L;Y
378;299;L;Y
378;315;L;Y
378;352;L;Y
378;358;L;Y
378;368;L;Y
378;378;L;Y
378;406;L;Y
378;476;L;Y
378;481;L;Y
378;488;L;Y
378;501;L;Y
378;503;L;Y
378;576;L;Y
378;606;L;Y
378;647;L;Y
378;652;L;Y
378;677;L;Y
378;691;L;Y
378;719;L;Y
378;761;L;Y
378;777;L;Y
378;854;L;Y
378;940;L;Y
379;3;L;Y
379;7;L;Y
379;29;L;Y
379;35;L;Y
379;37;L;Y
379;72;L;Y
379;83;L;Y
379;110;L;Y
379;136;L;Y
379;143;L;Y
379;151;L;Y
379;158;L;Y
379;190;L;Y
379;193;L;Y
379;201;L;Y
379;306;L;Y
379;307;L;Y
379;381;L;Y
379;389;L;Y
379;395;L;Y
379;406;L;Y
379;430;L;Y
379;458;L;Y
379;493;L;Y
379;509;L;Y
379;577;L;Y
379;583;L;Y
379;606;L;Y
379;607;L;Y
379;642;L;Y
379;677;L;Y
379;681;L;Y
379;683;L;Y
379;719;L;Y
379;747;L;Y
379;750;L;Y
379;761;L;Y
379;822;L;Y
379;879;L;Y
379;926;L;Y
379;976;L;Y
379;980;L;Y
379;996;L;Y
380;11;L;Y
380;29;L;Y
380;110;L;Y
380;174;L;Y
380;195;L;Y
380;213;L;Y
380;361;L;Y
380;536;L;Y
380;560;L;Y
380;561;L;Y
380;584;L;Y
380;586;L;Y
380;611;L;Y
380;625;L;Y
380;638;L;Y
380;645;L;Y
380;668;L;Y
380;691;L;Y
380;719;L;Y
380;761;L;Y
380;791;L;Y
380;820;L;Y
380;834;L;Y
380;836;L;Y
380;842;L;Y
380;889;L;Y
380;906;L;Y
380;931;L;Y
380;939;L;Y
381;29;L;Y
381;38;L;Y
381;58;L;Y
381;110;L;Y
381;116;L;Y
381;139;L;Y
381;224;L;Y
381;244;L;Y
381;272;L;Y
381;361;L;Y
381;415;L;Y
381;466;L;Y
381;487;L;Y
381;553;L;Y
381;581;L;Y
381;582;L;Y
381;586;L;Y
381;625;L;Y
381;667;L;Y
381;719;L;Y
381;730;L;Y
381;733;L;Y
381;761;L;Y
381;798;L;Y
381;801;L;Y
381;819;L;Y
381;849;L;Y
381;962;L;Y
381;990;L;Y
382;29;L;Y
382;64;L;Y
382;110;L;Y
382;114;L;Y
382;116;L;Y
382;212;L;Y
382;229;L;Y
382;230;L;Y
382;255;L;Y
382;288;L;Y
382;298;L;Y
382;307;L;Y
382;309;L;Y
382;386;L;Y
382;432;L;Y
382;446;L;Y
382;457;L;Y
382;485;L;Y
382;509;L;Y
382;524;L;Y
382;533;L;Y
382;536;L;Y
382;563;L;Y
382;581;L;Y
382;586;L;Y
382;716;L;Y
382;719;L;Y
382;750;L;Y
382;861;L;Y
382;864;L;Y
382;892;L;Y
382;930;L;Y
382;949;L;Y
382;994;L;Y
383;26;L;Y
383;29;L;Y
383;64;L;Y
383;70;L;Y
383;110;L;Y
383;114;L;Y
383;152;L;Y
383;158;L;Y
383;239;L;Y
383;244;L;Y
383;275;L;Y
383;306;L;Y
383;358;L;Y
383;395;L;Y
383;452;L;Y
383;456;L;Y
383;499;L;Y
383;561;L;Y
383;577;L;Y
383;677;L;Y
383;731;L;Y
383;820;L;Y
383;858;L;Y
383;883;L;Y
383;891;L;Y
383;961;L;Y
384;18;L;Y
384;41;L;Y
384;75;L;Y
384;91;L;Y
384;175;L;Y
384;243;L;Y
384;336;L;Y
384;358;L;Y
384;385;L;Y
384;395;L;Y
384;501;L;Y
384;537;L;Y
384;583;L;Y
384;671;L;Y
384;747;L;Y
384;787;L;Y
384;857;L;Y
384;879;L;Y
384;884;L;Y
384;922;L;Y
385;20;L;Y
385;29;L;Y
385;64;L;Y
385;80;L;Y
385;90;L;Y
385;100;L;Y
385;110;L;Y
385;135;L;Y
385;173;L;Y
385;193;L;Y
385;220;L;Y
385;555;L;Y
385;577;L;Y
385;596;L;Y
385;609;L;Y
385;628;L;Y
385;658;L;Y
385;683;L;Y
385;714;L;Y
385;719;L;Y
385;750;L;Y
385;866;L;Y
385;921;L;Y
385;939;L;Y
385;990;L;Y
386;10;L;Y
386;70;L;Y
386;72;L;Y
386;193;L;Y
386;219;L;Y
386;280;L;Y
386;306;L;Y
386;307;L;Y
386;358;L;Y
386;381;L;Y
386;385;L;Y
386;456;L;Y
386;482;L;Y
386;509;L;Y
386;518;L;Y
386;544;L;Y
386;550;L;Y
386;587;L;Y
386;652;L;Y
386;677;L;Y
386;697;L;Y
386;698;L;Y
386;704;L;Y
386;708;L;Y
386;764;L;Y
386;783;L;Y
386;803;L;Y
386;873;L;Y
386;881;L;Y
386;889;L;Y
387;7;L;Y
387;33;L;Y
387;110;L;Y
387;151;L;Y
387;245;L;Y
387;358;L;Y
387;424;L;Y
387;456;L;Y
387;569;L;Y
387;587;L;Y
387;607;L;Y
387;616;L;Y
387;620;L;Y
387;630;L;Y
387;645;L;Y
387;693;L;Y
387;719;L;Y
387;730;L;Y
387;773;L;Y
387;780;L;Y
387;889;L;Y
387;921;L;Y
387;947;L;Y
388;27;L;Y
388;40;L;Y
388;171;L;Y
388;173;L;Y
388;229;L;Y
388;245;L;Y
388;250;L;Y
388;288;L;Y
388;306;L;Y
388;385;L;Y
388;390;L;Y
388;415;L;Y
388;456;L;Y
388;458;L;Y
388;508;L;Y
388;555;L;Y
388;625;L;Y
388;652;L;Y
388;655;L;Y
388;660;L;Y
388;671;L;Y
388;681;L;Y
388;704;L;Y
388;714;L;Y
388;717;L;Y
388;731;L;Y
388;832;L;Y
388;845;L;Y
388;873;L;Y
388;889;L;Y
388;969;L;Y
388;972;L;Y
388;986;L;Y
389;3;L;Y
389;10;L;Y
389;29;L;Y
389;116;L;Y
389;151;L;Y
389;188;L;Y
389;244;L;Y
389;251;L;Y
389;272;L;Y
389;282;L;Y
389;306;L;Y
389;336;L;Y
389;421;L;Y
389;456;L;Y
389;569;L;Y
389;596;L;Y
389;618;L;Y
389;642;L;Y
389;714;L;Y
389;716;L;Y
389;726;L;Y
389;819;L;Y
389;827;L;Y
389;832;L;Y
389;873;L;Y
389;889;L;Y
389;935;L;Y
389;939;L;Y
389;949;L;Y
389;988;L;Y
390;29;L;Y
390;49;L;Y
390;72;L;Y
390;110;L;Y
390;114;L;Y
390;158;L;Y
390;172;L;Y
390;201;L;Y
390;244;L;Y
390;305;L;Y
390;330;L;Y
390;373;L;Y
390;420;L;Y
390;493;L;Y
390;536;L;Y
390;569;L;Y
390;587;L;Y
390;628;L;Y
390;658;L;Y
390;703;L;Y
390;719;L;Y
390;750;L;Y
390;773;L;Y
390;780;L;Y
390;819;L;Y
390;928;L;Y
390;976;L;Y
390;984;L;Y
391;90;L;Y
391;113;L;Y
391;151;L;Y
391;229;L;Y
391;277;L;Y
391;281;L;Y
391;306;L;Y
391;345;L;Y
391;355;L;Y
391;395;L;Y
391;406;L;Y
391;429;L;Y
391;433;L;Y
391;505;L;Y
391;518;L;Y
391;581;L;Y
391;602;L;Y
391;616;L;Y
391;682;L;Y
391;691;L;Y
391;714;L;Y
391;861;L;Y
391;873;L;Y
391;880;L;Y
391;912;L;Y
391;921;L;Y
391;922;L;Y
392;29;L;Y
392;63;L;Y
392;72;L;Y
392;121;L;Y
392;150;L;Y
392;162;L;Y
392;165;L;Y
392;188;L;Y
392;190;L;Y
392;245;L;Y
392;292;L;Y
392;306;L;Y
392;373;L;Y
392;381;L;Y
392;501;L;Y
392;508;L;Y
392;581;L;Y
392;586;L;Y
392;596;L;Y
392;618;L;Y
392;633;L;Y
392;704;L;Y
392;716;L;Y
392;804;L;Y
392;825;L;Y
392;857;L;Y
392;889;L;Y
392;921;L;Y
393;110;L;Y
393;121;L;Y
393;133;L;Y
393;151;L;Y
393;244;L;Y
393;307;L;Y
393;406;L;Y
393;424;L;Y
393;429;L;Y
393;478;L;Y
393;485;L;Y
393;509;L;Y
393;569;L;Y
393;572;L;Y
393;577;L;Y
393;652;L;Y
393;663;L;Y
393;678;L;Y
393;719;L;Y
393;785;L;Y
393;790;L;Y
393;820;L;Y
393;902;L;Y
393;969;L;Y
393;985;L;Y
394;37;L;Y
394;72;L;Y
394;106;L;Y
394;110;L;Y
394;168;L;Y
394;183;L;Y
394;188;L;Y
394;208;L;Y
394;223;L;Y
394;230;L;Y
394;358;L;Y
394;381;L;Y
394;385;L;Y
394;393;L;Y
394;446;L;Y
394;537;L;Y
394;577;L;Y
394;606;L;Y
394;671;L;Y
394;677;L;Y
394;714;L;Y
394;732;L;Y
394;782;L;Y
394;787;L;Y
394;830;L;Y
394;880;L;Y
394;889;L;Y
395;6;L;Y
395;10;L;Y
395;29;L;Y
395;61;L;Y
395;110;L;Y
395;148;L;Y
395;188;L;Y
395;206;L;Y
395;245;L;Y
395;306;L;Y
395;340;L;Y
395;352;L;Y
395;361;L;Y
395;381;L;Y
395;385;L;Y
395;456;L;Y
395;501;L;Y
395;553;L;Y
395;561;L;Y
395;596;L;Y
395;606;L;Y
395;607;L;Y
395;611;L;Y
395;714;L;Y
395;761;L;Y
395;790;L;Y
395;854;L;Y
395;864;L;Y
395;889;L;Y
395;906;L;Y
395;928;L;Y
395;941;L;Y
395;946;L;Y
395;987;L;Y
396;19;L;Y
396;29;L;Y
396;73;L;Y
396;110;L;Y
396;116;L;Y
396;151;L;Y
396;381;L;Y
396;536;L;Y
396;543;L;Y
396;586;L;Y
396;715;L;Y
396;719;L;Y
396;731;L;Y
396;809;L;Y
396;813;L;Y
396;861;L;Y
397;0;L;Y
397;29;L;Y
397;31;L;Y
397;85;L;Y
397;113;L;Y
397;139;L;Y
397;232;L;Y
397;277;L;Y
397;358;L;Y
397;536;L;Y
397;581;L;Y
397;596;L;Y
397;677;L;Y
397;704;L;Y
397;766;L;Y
397;813;L;Y
397;820;L;Y
397;829;L;Y
397;830;L;Y
397;842;L;Y
397;855;L;Y
397;921;L;Y
397;956;L;Y
397;996;L;Y
398;116;L;Y
398;136;L;Y
398;139;L;Y
398;193;L;Y
398;307;L;Y
398;358;L;Y
398;359;L;Y
398;366;L;Y
398;373;L;Y
398;465;L;Y
398;474;L;Y
398;498;L;Y
398;539;L;Y
398;569;L;Y
398;577;L;Y
398;616;L;Y
398;667;L;Y
398;705;L;Y
398;719;L;Y
398;728;L;Y
398;822;L;Y
398;842;L;Y
398;884;L;Y
399;29;L;Y
399;31;L;Y
399;38;L;Y
399;110;L;Y
399;195;L;Y
399;230;L;Y
399;307;L;Y
399;388;L;Y
399;417;L;Y
399;504;L;Y
399;586;L;Y
399;628;L;Y
399;654;L;Y
399;711;L;Y
399;719;L;Y
399;774;L;Y
399;828;L;Y
399;861;L;Y
399;862;L;Y
399;956;L;Y
400;123;L;Y
400;198;L;Y
400;329;L;Y
400;358;L;Y
400;385;L;Y
400;395;L;Y
400;555;L;Y
400;577;L;Y
400;588;L;Y
400;653;L;Y
400;677;L;Y
400;693;L;Y
400;715;L;Y
400;719;L;Y
400;720;L;Y
400;738;L;Y
400;783;L;Y
400;819;L;Y
400;822;L;Y
400;864;L;Y
400;889;L;Y
401;29;L;Y
401;59;L;Y
401;75;L;Y
401;110;L;Y
401;112;L;Y
401;151;L;Y
401;200;L;Y
401;306;L;Y
401;307;L;Y
401;336;L;Y
401;425;L;Y
401;439;L;Y
401;552;L;Y
401;568;L;Y
401;577;L;Y
401;581;L;Y
401;585;L;Y
401;586;L;Y
401;654;L;Y
401;677;L;Y
401;694;L;Y
401;714;L;Y
401;719;L;Y
401;761;L;Y
401;881;L;Y
401;930;L;Y
401;938;L;Y
401;943;L;Y
401;959;L;Y
402;3;L;Y
402;72;L;Y
402;110;L;Y
402;148;L;Y
402;149;L;Y
402;188;L;Y
402;190;L;Y
402;221;L;Y
402;245;L;Y
402;257;L;Y
402;272;L;Y
402;304;L;Y
402;338;L;Y
402;358;L;Y
402;361;L;Y
402;385;L;Y
402;508;L;Y
402;557;L;Y
402;607;L;Y
402;611;L;Y
402;677;L;Y
402;704;L;Y
402;830;L;Y
402;853;L;Y
402;861;L;Y
402;880;L;Y
402;894;L;Y
402;921;L;Y
402;943;L;Y
402;975;L;Y
402;996;L;Y
403;5;L;Y
403;29;L;Y
403;49;L;Y
403;86;L;Y
403;89;L;Y
403;110;L;Y
403;188;L;Y
403;214;L;Y
403;251;L;Y
403;267;L;Y
403;280;L;Y
403;306;L;Y
403;336;L;Y
403;373;L;Y
403;381;L;Y
403;395;L;Y
403;467;L;Y
403;470;L;Y
403;536;L;Y
403;586;L;Y
403;617;L;Y
403;655;L;Y
403;688;L;Y
403;704;L;Y
403;705;L;Y
403;713;L;Y
403;719;L;Y
403;781;L;Y
403;831;L;Y
403;862;L;Y
403;872;L;Y
403;873;L;Y
403;889;L;Y
403;926;L;Y
403;989;L;Y
404;5;L;Y
404;37;L;Y
404;188;L;Y
404;354;L;Y
404;378;L;Y
404;446;L;Y
404;485;L;Y
404;552;L;Y
404;600;L;Y
404;620;L;Y
404;628;L;Y
404;637;L;Y
404;733;L;Y
404;764;L;Y
404;774;L;Y
404;819;L;Y
404;902;L;Y
404;961;L;Y
404;973;L;Y
404;987;L;Y
405;75;L;Y
405;188;L;Y
405;213;L;Y
405;219;L;Y
405;267;L;Y
405;293;L;Y
405;358;L;Y
405;378;L;Y
405;381;L;Y
405;470;L;Y
405;577;L;Y
405;584;L;Y
405;606;L;Y
405;694;L;Y
405;714;L;Y
405;733;L;Y
405;764;L;Y
405;830;L;Y
405;860;L;Y
405;863;L;Y
405;952;L;Y
405;956;L;Y
405;960;L;Y
406;9;L;Y
406;20;L;Y
406;64;L;Y
406;75;L;Y
406;110;L;Y
406;134;L;Y
406;154;L;Y
406;158;L;Y
406;166;L;Y
406;169;L;Y
406;190;L;Y
406;213;L;Y
406;244;L;Y
406;304;L;Y
406;306;L;Y
406;343;L;Y
406;373;L;Y
406;375;L;Y
406;385;L;Y
406;492;L;Y
406;536;L;Y
406;561;L;Y
406;581;L;Y
406;596;L;Y
406;623;L;Y
406;667;L;Y
406;677;L;Y
406;679;L;Y
406;704;L;Y
406;713;L;Y
406;752;L;Y
406;761;L;Y
406;799;L;Y
406;820;L;Y
406;836;L;Y
406;880;L;Y
406;894;L;Y
406;904;L;Y
406;939;L;Y
407;72;L;Y
407;78;L;Y
407;85;L;Y
407;100;L;Y
407;110;L;Y
407;118;L;Y
407;127;L;Y
407;191;L;Y
407;228;L;Y
407;229;L;Y
407;240;L;Y
407;253;L;Y
407;295;L;Y
407;385;L;Y
407;402;L;Y
407;416;L;Y
407;457;L;Y
407;501;L;Y
407;560;L;Y
407;589;L;Y
407;626;L;Y
407;649;L;Y
407;671;L;Y
407;677;L;Y
407;707;L;Y
407;719;L;Y
407;814;L;Y
407;860;L;Y
407;916;L;Y
407;990;L;Y
408;190;L;Y
408;201;L;Y
408;218;L;Y
408;395;L;Y
408;424;L;Y
408;456;L;Y
408;463;L;Y
408;501;L;Y
408;537;L;Y
408;560;L;Y
408;577;L;Y
408;584;L;Y
408;655;L;Y
408;663;L;Y
408;666;L;Y
408;691;L;Y
408;698;L;Y
408;711;L;Y
408;716;L;Y
408;774;L;Y
408;787;L;Y
408;803;L;Y
408;873;L;Y
408;902;L;Y
408;916;L;Y
409;75;L;Y
409;105;L;Y
409;172;L;Y
409;267;L;Y
409;272;L;Y
409;275;L;Y
409;289;L;Y
409;457;L;Y
409;465;L;Y
409;508;L;Y
409;618;L;Y
409;652;L;Y
409;670;L;Y
409;677;L;Y
409;688;L;Y
409;719;L;Y
409;731;L;Y
409;813;L;Y
409;820;L;Y
409;860;L;Y
409;921;L;Y
410;42;L;Y
410;64;L;Y
410;110;L;Y
410;112;L;Y
410;244;L;Y
410;267;L;Y
410;277;L;Y
410;280;L;Y
410;292;L;Y
410;306;L;Y
410;307;L;Y
410;335;L;Y
410;385;L;Y
410;395;L;Y
410;415;L;Y
410;483;L;Y
410;493;L;Y
410;495;L;Y
410;534;L;Y
410;561;L;Y
410;577;L;Y
410;612;L;Y
410;719;L;Y
410;724;L;Y
410;761;L;Y
410;807;L;Y
410;830;L;Y
410;872;L;Y
410;889;L;Y
410;975;L;Y
410;994;L;Y
411;147;L;Y
411;151;L;Y
411;354;L;Y
411;358;L;Y
411;385;L;Y
411;422;L;Y
411;438;L;Y
411;445;L;Y
411;451;L;Y
411;461;L;Y
411;500;L;Y
411;501;L;Y
411;560;L;Y
411;577;L;Y
411;644;L;Y
411;677;L;Y
411;703;L;Y
411;716;L;Y
411;731;L;Y
411;750;L;Y
411;804;L;Y
411;877;L;Y
412;29;L;Y
412;35;L;Y
412;38;L;Y
412;64;L;Y
412;106;L;Y
412;110;L;Y
412;157;L;Y
412;244;L;Y
412;266;L;Y
412;267;L;Y
412;340;L;Y
412;352;L;Y
412;476;L;Y
412;506;L;Y
412;581;L;Y
412;586;L;Y
412;596;L;Y
412;605;L;Y
412;620;L;Y
412;658;L;Y
412;704;L;Y
412;719;L;Y
412;730;L;Y
412;733;L;Y
412;742;L;Y
412;748;L;Y
412;761;L;Y
412;783;L;Y
412;809;L;Y
412;848;L;Y
412;861;L;Y
412;884;L;Y
412;892;L;Y
412;943;L;Y
413;53;L;Y
413;87;L;Y
413;110;L;Y
413;139;L;Y
413;151;L;Y
413;188;L;Y
413;191;L;Y
413;206;L;Y
413;299;L;Y
413;300;L;Y
413;306;L;Y
413;336;L;Y
413;358;L;Y
413;385;L;Y
413;391;L;Y
413;501;L;Y
413;576;L;Y
413;606;L;Y
413;637;L;Y
413;667;L;Y
413;677;L;Y
413;691;L;Y
413;711;L;Y
413;719;L;Y
413;842;L;Y
